-1,@united or I'm sure her business will go else where for airline travel. Her name is Kathryn Sotelo
-1,"@USAirways: I relied on US Airways, and that was my mistake. Awful customer experience."
-1,@AmericanAir my flight to DFW from LIT on my way to PDX tomorrow was Cancelled Flighted. Can you help me?
-1,@united very poor customer service. I WILL think again befor Flight Booking Problems another United flight.
1,@united Joni did a great job on flight 5653 to LAX. Thanks for a great flight.
-1,@united A broken luggage and a mild case of food poisoning from UA5 LHR-IAH. Who can I email about this?
0,@SouthwestAir traditionally used sledge hammer - low $ taking share from driving | now scalpel approach through data science  #ANAmarketers
1,@SouthwestAir thanks for the info and the quick response!
1,"@JetBlue Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again"
-1,@united So you are inadequate by accident?
-1,@united coupled with self-service policies/cost cutting exacerbates the noted issues. (3/3)
-1,@AmericanAir Can't unload flight #3322 because jetway is broken.  #steps #planB? #waiting nearly an hour
0,@united did not get names...Dallas flight and Chicago
-1,@JetBlue can we get a honest update on departure of flite 454. Been on plane with infant children
-1,"@VirginAmerica lost my luggage 4 days ago on flight VX 112 from LAX to IAD &amp; I'm calling every day, no response.Please give me back my stuff"
-1,@AmericanAir ahhhh your silence is golden now.  This tops it all.  Anyone get fired?
-1,@united landed in Boston at 9 last night.  The 15 hours of traveling was rough tho.
1,@USAirways nice touch with using my first name.  Very intimate.  I'll be filing a claim soon to be reimbursed. Have a us airways day!
-1,"@united also, the mere fact that I have to go online to issue a statement vice calling and talking to some directly is one good example."
1,@JetBlue I will. Thank you!
-1,@USAirways It was US 893. The gate was open after about 50 mins waiting. What a great way to finish an 18 hour delayed arrival!!
0,@JetBlue flight 705. EWR to FLL
-1,@SouthwestAir I've been on hold with customer service for over an hour. Can you help?!
0,"@united hey, I missed my outbound flight - can I still use my return ticket?"
0,@JetBlue  Alright I hope. My JetBlue app is showing a change in my seats and online shows an a320.  Don't want any surprises
-1,@SouthwestAir Is there a way to receive a refund on a trip that was Cancelled Flight online instead of calling? Your phone lines are super busy.
-1,@united thanks! Makes sense. Just annoying that it can't be determined better.
-1,@USAirways you would rather a while plane get exposed to a nasty contagious virus then work wth me to get my flight changed to a Late Flightr date
0,@AmericanAir 3127. Just landed in LIT.
-1,@SouthwestAir your gate agent re-routed an impossible itinerary and we had to find a new airline to get us home. Super bummed about this
-1,@JetBlue Apparently the pilot had made some announcement about engine trouble and losing fuel too quickly.
0,@VirginAmerica a brilliant brisk am in Boston in cue for vx363 http://t.co/rMZNIVGmg6
-1,@AmericanAir stiiiil waiting. Please respond as my flight leaves in 2 1/2 hrs
-1,"@SouthwestAir I need to Cancelled Flight one leg of a flight, but can't seem to do this online. Been on hold on the phone for 10 minutes. Any help?"
-1,"@AmericanAir Cancelled Flights my flight, doesn't send an email, text or call. Now I'm stranded in Louisville."
-1,@JetBlue bag is supposedly here in Boston
-1,@united Does customer care have email or a phone rep that I can speak with? We had so many issues they can't be placed in 2000 characters?
-1,@united the lounge tells us they have no pillows for my grandma as one of the ladies opens the closet and I see 2 right there. #unitedlies
-1,@AmericanAir you are beyond redemption. Jfk. Baggage claim looks like a luggage warehouse
0,@VirginAmerica what is your policy on flying after surgery?
-1,@United #1758 now going in 40 min waiting for other plane to vacate gate. #findanothergate
-1,@AmericanAir that luggage you forgot...#mia.....he just won an oscar😄💝💝💝
1,@JetBlue I'm #MakingLoveOutofNothingAtAll on my #brandloveaffair to #LAX https://t.co/kdHRUF54sW
0,"@SouthwestAir you should have assigned seating, because now my cousin &amp; I probably can't sit together on our flight tomorrow.. Thanks."
-1,@USAirways My flight cost me just under $800 and this is what happens? I fly with @united and have no problems. I come the US 4-5 times...
-1,@USAirways Not only did u lose the flight plan! Now ur flight crew is FAA timed out! Thx for havin us sit on the tarmac for an hr! #Pathetic
-1,@united I was. But I have given up.
-1,"@AmericanAir FYI twice now I've tried the ""we'll call you when someone is free"" thing. Both times it called, I picked up, then it hung up."
-1,"@AmericanAir - So does that mean your other flights going into Buffalo from other locations, you don't care about their safety?"
-1,"@united 2100$ ticket,12h biz trvl,no wifi.Missed con flt,next one#24h,missed meeting,7$ food voucher,hotel chkout#12,flt#5,no wifi#hotel"
-1,@AmericanAir an hour at baggage carousel and still no luggage?? Nail in the coffin.
1,"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN"
1,@SouthwestAir That would be brighter than all the stars combined on the red carpet tonight!
-1,@USAirways I've called to resolve my dividend miles issue for a week to no avail.  Please advise ASAP.
-1,@JetBlue she's standing here on her cell no announcements no info #thismosaicnothappy
-1,"@USAirways as the employee responsible for social media content, yes u probably do care however the actions from last night say otherwise"
1,@USAirways Will do :)
0,@AmericanAir And gold status too.
-1,"@AmericanAir Been trying to call all day, get hung up on every time. Your guys are horrible!"
-1,@SouthwestAir here we go again. Delayed in Chicago why offer the 630 flight if you never intend to fly it
0,@SouthwestAir 4467 and 152 on 2/25 and 503 and 25 on 2/26th.
-1,@united haha and you have to clean a plane that was held overnight in a hangar. Sounds lovely. Also don't lie on screensand say it's weather
-1,@SouthwestAir I was trying to find airfare for my family.  Your prices are ridiculous!  Almost $1000 more than @USAirways. #notmadeofmoney
0,@AmericanAir if you could let me know where I'm staying tonight (if you've booked anything) that would be great. Do I have to go to the
0,"@JetBlue @shannonwoodward I'll be checking often. Most probably when they hand the oscars out to the nerds, geeks and badly dressed."
-1,"@united what you did was illegal and a breach of contract. I will be in touch but not through your ""customer feedback"""
-1,@united Wife and I have two new destinations and I'm stuck in DC until Monday with no bags
-1,"@USAirways @msscottwg  ""That's unusual"" means we screwed up but will never admit to it!  #GoingForGreatnessFAIL"
-1,@SouthwestAir Why won't you let me leave Newark!?
-1,"@AmericanAir Yes, but should be able to get a push notification via the app if I’m logged in and on a trip. Email/text is so 2010 😥."
-1,@united sat at airport for 5 hrs still sitting at gate..  Sigh
1,@SouthwestAir Your Terry is our hero! Got my husband back thru security to retrieve cellphone left on plane in Austin. Terry #85832 U Rock!
-1,.@AmericanAir Flight 654 Delayed / Flight 409 You sold my seat / flight 0671 strand me in PHX for three hours. Thanks for the memories 😡😤😖😲😩
0,@VirginAmerica to jump into the Dallas-Austin market - @Dallas_News http://t.co/EwwGi97gdx
-1,"@USAirways I fly quite a bit, and it's not difficult to communicate. If agents let people know what's happening, arrangements can be made"
0,@AmericanAir your message was delayed I just responded
-1,"@AmericanAir That's a complete cop out! U ask what the issues are, then do nothing about it. How are we supposed to sort the situation now?"
-1,@SouthwestAir This experience was the worse flying experience I've ever had. To be met w/ contempt from your Customer Service makes it worse
1,"@JetBlue 162, SMF to JFK!"
1,@JetBlue word thanks
0,"“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” free tickets , for the i convince ."
-1,@united you guys are horrible! First we get stuck in the snow for a hr in ewr now sitting in cmh saying it could be 30min for a gate
-1,"@united - vacation days: relevant, Ritz in PR for the night: $700, losing a day to idiots and sleeping at the Newark ramada; #priceless"
-1,@SouthwestAir baggage delivery at BWI very delayed and unnecessarily chaotic. Disappointing after a long trip! From a frequent traveler
-1,@JetBlue u suck Big Donkey Balls!
1,"@JetBlue I flew to San Francisco from Fort Lauderdale with you last year, had a fantastic time so would like to go back !"
-1,@united please don't take my membership away :(
-1,@SouthwestAir Any plans to implement a call-back system on your reFlight Booking Problems line? Been on hold for over an hour now...
0,@USAirways any plans to support #ApplePay on board? I have the USAirways MC and it would be nice to still use it if I forget the card.
0,@united Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.
-1,@united trying to check in for tomorrow's flight. website keeps timing out. what's up?
-1,@USAirways pretty sure we didn't actually take off at 7:10 http://t.co/vuxf4r4Unu
0,@JetBlue try harder. Take a winners attitude to your work.
-1,@united 2nd time in a row  I've been over charged by 100's of $$ on my plane ticket WHY? #united I shouldn't have to check my CC everytime
-1,Includes @KCIAirport “@SouthwestAir: Inclement weather may impact scheduled service in. ReFlight Booking Problems options available: http://t.co/KeyrpFlHil”
1,@AmericanAir thanks
-1,"@USAirways @ClaudOakeshott don't need this link, after getting a person u now say u don't know where bags are. Lost on a nonstop phx to jfk."
-1,@USAirways very embarrassing.
-1,@united if I miss the #Oscars I'll never fly united again
-1,@AmericanAir I would like to be reimbursed for my shuttle from Denver after #1080 diversion 6+ hours sitting in plane and mech problems
-1,@AmericanAir Thanks for the response.Tough night for all involved. Our flight got Cancelled Flightled as we started taxiing down the runway.
-1,@United. What's going on with UA 236?  outbound flight last thurs was delayed 4hrs How long will this delay be? #worst2unitedflightsever
0,@united I would like to know what's going on before his current flight lands.
0,@SouthwestAir Are there any current promotions/codes for Nashville-Denver? Thank you!
0,@AmericanAir flights out of Dallas on Tuesday are not going to be Cancelled Flightled correct?
0,@SouthwestAir how about some sweet promo code to help me visit my family!!!.... Please!!!... Lol
0,"@AmericanAir oh I will, AA on speed dial"
-1,@AmericanAir your service is horrible. I can't get a straight answer from your ground agents.
0,@SouthwestAir What is the best credit card to use/open to get miles with y'all?
0,@AmericanAir Of course you are because that's your companies job! You guys failed at it in the first place. Upgrade me and then we'll talk.
-1,@VirginAmerica is anyone doing anything there today?  Website is useless and no one is answering the phone.
-1,"Is it insulting that @USAirways @AmericanAir offer a ""non required $50 voucher as a goodwill offering..At least my bag can fly round trip"
-1,@united is the worst. Nonrefundable First class tickets? Oh because when you select Global/FC their system auto selects economy w/upgrade.
-1,@AmericanAir how do you NOT do maintenance on #MD80 while it sits for two days? Frozen lines found after its boarded? Come on! #faail #mci
-1,@AmericanAir why did you drop my call. Why don't you have more people answering phones? Why is it always high call volume when I call
1,@SouthwestAir y'all the real MVP with these prices...
1,"@JetBlue if I had my tux, it'd be a date! #UMosaicMeCrazy http://t.co/hap4gboSTU"
-1,@AmericanAir on Feb. 15th your rep gave me the record locator and told me I'd be receiving an email with the itinerary and confirmation.
1,@AmericanAir fantastic thanks! Will try and tweet a photo of the view :)
1,@USAirways FYI your customer service rep Carol is an absolute delight. So pleasant to with with and rebooked me in lightning speed! Thanks!
1,@JetBlue its always a pleasure ☺️
0,@VirginAmerica they told to check with the airline regulation first so that is why I contacted you.
1,@SouthwestAir hot stewardess flipped me off
1,@USAirways We're having 2 grandbabies in 2 weeks -- will travel to DC for the births. Thank you for the reasonable fares!  See you Saturday!
-1,@united Bag MIA since Wednesday. Still no word where it is or if we'll ever see it again. #lostluggage #frustrated
0,@JetBlue do you have any afternoon flights going from BQN to JFK? I only seem to find early morning flights.
1,"@AmericanAir thanks.  I actually made it, my connection flight was delayed.  Guess all delays are not a bad thing. http://t.co/XGgCNTco8m"
-1,@united stuck in YYZ because staff took a break? Not happy 1K....
-1,@united I am appalled at your lack of communication during our awful journey on 2/21 EWR to BOS. 4 hr delays need to be explained better.
-1,"@USAirways my flight got Cancelled Flightled to Charlotte. Been on hold for an hour, pls pick up!"
1,@AmericanAir Such a suprise! New vanity kit set for frequent travellers 😀 thank you AA! http://t.co/fA7Nygn1Ux
-1,@united please tell CLT flight 4232 needs a gate. Waiting now for 15 mins.
0,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/FFc13zYGJS
1,"@JetBlue big shoutout to the crews on 2017 Bos&gt;jfk &amp; 486 jfk&gt;roc, &amp; gate crews at c19 Bos &amp; 6 jfk. Long day of delays made better by them!"
-1,"@USAirways it's not a consolation because my bags are somewhere else, which is a real impediment to me going on a different vacation"
-1,"@USAirways delayed my flight 3 times before Cancelled Flighting it, had angry and rude workers, and are now providing no helpful service at all"
-1,@united Bummer. Might have to go with @AmericanAir card instead. TY for response though.
1,@AmericanAir Flight 236 was great. Fantastic cabin crew. A+ landing. #thankyou #JFK http://t.co/dRW08djHAI
0,@SouthwestAir @flightspots about time! #mobileboarding is a must!
-1,@USAirways @TheHaileyTate Another blatant lie from @USAirways
0,@united ok thanks! Where are you counters located? And how Late Flight are they open?
-1,@USAirways - I wouldn't need to wait on hold for 6+ hours if your website worked correctly - please respond!
-1,"@AmericanAir once again flying AA4285, once again 60+ min delay because of mechanical issues. Perhaps you should consider maintenance?"
1,"@united Brian at SFO customer service deserves a raise, gave me extra meal voucher and a good joke to cheer me up after flight delay. #FTW"
-1,@SouthwestAir I know one thing @Delta would NEVER treat their customers like this!!!!
1,@SouthwestAir The pilots&amp; crew on flt 3999 and customer service professionals at baggage claim are OUTSTANDING!! Thank you!!
-1,@united - after having to now TAG MY OWN bags at the airport I was hoping they would actually arrive WITH me - here's hoping they arrive
0,@JetBlue I'll read this over a nice glass of wine right before I dig my heels into my next novel! Maybe travel is just what I need...
-1,@USAirways @AmericanAir what a joke of a company today reminded me why I never book with you
-1,@united I locked myself out of my account and needed access to book a flight.
-1,@AmericanAir why Cancelled Flight #1605 on 6/25 &amp; 6/28? Flights now 4 hrs longer &amp;  have layovers. Too Late Flight to find a reasonably priced alternative.
-1,@JetBlue how can your entire system go down? No IT? Really?
-1,"@united Oh, we are sure it's not planned, but it occurs absolutely consistently, it's usually the only YYJ flight that's Cancelled Flightled daily."
-1,@SouthwestAir I have never had such awful customer service and conflicting service. Outrageous.
-1,@JetBlue my SIL bought tix for us to NYC. We were told at the gate that her cc was declined. Supervisor accused us of illegal activity.
1,"@JetBlue im in a session presented by one of your beloved travelers, @paulgordonbrown,I see why you love him so much http://t.co/vv8cFyhKVb"
-1,@united I'm rebooked on a flight tomorrow even though I had 1st class seat orig I have a lousy coach seat
-1,"@united here I was thinking how I could say so many nice things after getting upgraded, but then you delayed my flight... It's ok!"
-1,"@USAirways flight #703 Philly -&gt; Mia? Bwahahaha! Delayed 5+ hrs, were in the air 30 mins then turned back around. #usairwaysfail"
1,@united I will. Thanks.
-1,@united well this one missed the mark.  She was in a snit from the minute I stepped up to the counter
-1,@united thanks for having ground crews that are surprised when flights arrive. #beingsuckontarmacsucks!
0,"@united I am flying from msp to dxb, my child will turn 2 during the trip do I have to buy a return ticket for my child?"
0,@SouthwestAir Thanks!!! :)  It is good to air on the side of caution
0,@JetBlue Airways Hits New 12-Month High at $17.58 (JBLU) - WKRB News http://t.co/XvBjCzlMDA
0,@JetBlue do bags still fly free or have you started charging? thanks!
1,@united DM sent. Thanks so much for the strong customer service!!
-1,@united load balancing system apparently down #systemwide - major impact on all #united airlines flights. Was this a #cyberattack?
-1,"@USAirways between 3 of us, it is costing over $1000 to get home TODAY for no reason... Where do I send my receipts to be reimbursed?"
0,@united okay. Thanks.
-1,"@united I can't even fit my name on the first two lines, yes... Please do pass on feedback. This is a big downgrade from previous years."
-1,@AmericanAir who do I need to talk to to get a full refund on my trip? Your call center offers no assistance.
-1,@USAirways no more hotel voucher? Everyone had to get one but not me...what do I do? Arrived from Amsterdam #SnowStorm
-1,@AmericanAir She seems a little preoccupied - that's why I'm bringing it to your attention. I am just flagging an issue as an observer.
0,@JetBlue's new CEO Robin Hayes battles to appease passengers and Wall Street - Business In Savannah http://t.co/KKAY8XaPs1
0,@USAirways thank you for the apology
-1,@SouthwestAir 4-4 in horrible customer service. Empty seats in early flight wantcharge me double to get home early instead the usual Late Flight
1,@JetBlue Love you guys sooooooo much. Ridiculously appreciated! A+ service!
-1,"@USAirways yes, thanks but took forever"
-1,"@JetBlue it seems I never received an ID, just a password."
-1,"@united You cause me to miss my flight telling me it already left when it had not. No empathy from gate staff or crew, no apology. Really?"
-1,@USAirways I been on hold with U for 40mins wasting my time and $ &amp; I don't appreciate it #WheresTheCustomerServiceAt http://t.co/phI2IfNjIT
-1,@USAirways why the hell u left *alliance and joined 1world is beyond me not a smart move time to start looking at other carriers
-1,".@AmericanAir No. I watched these bags be abandoned at depart gate. Watched for &gt;40 mins until owner returned, 20+ mins after I reported"
0,"@AmericanAir looking for status of flight 1388 schedule for 5:15 am tomorrow morning, thank you"
-1,@USAirways : You Make the Reservation; We'll Make the Excuses! #usairwaysfail
1,@AmericanAir i got a new reservation for tomorrow. Thanks!
-1,@USAirways it doesn't take 6 days to respond to an already open case!
-1,@USAirways Are you guys awake? Need help with delayed flight to get protected on Late Flightr flight from PHL.
0,@JetBlue I can't. I don't have acces to a phone rn. My iPhone broke. :/ would rather change it now then Late Flightr.
-1,@united I just want to contact someone with a question &amp; not be put on hold for 5 minutes in order to be hung up on or sent to the pet line
0,@United Is Changing Its #MileagePlus Program: Winners and Losers http://t.co/38OTLzAK5d #airline #travel #loyalty #rewards
-1,@AmericanAir my flight has been delayed &amp; I can't talk reach anyone in customer service because of high call volume.
0,@JetBlue What's your current checked bag price policy?  I fly this coming week and couldn't find anything definitive.
-1,@VirginAmerica at Logan airport and waiting to checkin for my 9am flight. Checkin desk not open !!!!! Why?!
0,😩😩😩 “@JetBlue: Our fleet's on fleek. http://t.co/46am1BSi2G”
-1,"@USAirways help! Flight Cancelled Flighted, can't call because my phone doesn't work in Europe. Please help? Says I'm booked want to confirm."
-1,@united plus what about food? And taxis?
-1,"@SouthwestAir: Tried for VIP Live in The Vineyard but yr site went down, by the time I got in 2 redeem pts those packages gone."
-1,"@SouthwestAir Secondly, we did not begin boarding on time despite our aircraft being present and deplaned. Thus we left over 30 min Late Flight"
-1,@united calling that number was useless. Heading to the airport now to pick up my bags. this whole situation seems like a real joke.
0,"@AmericanAir if i want to change my flight due to weather conditions in Dallas this weekend, i should be able to cover change fee with miles"
0,"@southwestair Hi, how do I add a flight to my account? Just created it"
-1,@USAirways how about checking the plane before having everyone board the plane? #pissed
-1,@JetBlue @KyleJudah new stroller. The travel credit doesn't help cover the cost of a new stroller. Your crew ruined it and therefore should
-1,"@AmericanAir every time I try to call, it tells me to try again Late Flightr and just hangs up."
0,@VirginAmerica partners with @Visa Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa
-1,@united I did and then she made me feel guilty because it was economy plus and I didn't pay for the extra leg room
0,"@SouthwestAir I know it is hard to predict, but how are flights from Dallas to Nashville tomorrow AM?"
-1,@AmericanAir Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjn4HwNaC  we negotiate w/companies forU!
-1,"@united why doesn't my daughter, booked with my gold member miles, get on the upgrade list for her flight tomorrow?"
0,"@united UA flight 1247. SFO to LAX took my carry on at gate. I'm Group 2, overhead bins are empty"
-1,@SouthwestAir today you sporadically changed my flight departure 5 times &amp; left two hours Late Flight. Uncharacteristic of u http://t.co/TXhYJ40llG
-1,"@united considering I'm now stuck in Newark with virtually sleep in 30+ hours, I doubt it :/ hope car rentals are available"
1,@AmericanAir @dfwairport you 2 together are the best part of flying!
-1,@USAirways been on hold for over and hour now.
-1,@americanair just tried calling. got a high call volume at this moment message and then it said goodbye and hung up…
1,@united you guys have such big hearts.. keep up the good work
-1,@AmericanAir @dfwairport  Have been trying to get canx flight resched since noon.  got 2 call backs but call disconnects as soon as I answer
-1,@AmericanAir since we are leaving tomorrow to miami can you do one thing right and deliver the bags to the airport?
-1,"@JetBlue, your hold music sucks."
1,@JetBlue you found my camera!  Thank you!  You rock!
-1,@USAirways you have to be crazy! Treated my mom very poorly. Not happy! #usairwaysfail
-1,"@united wanted to, but you Cancelled Flightled my tickets.... They were too special i guess even for united."
0,@united - Group 2 line gets longer every week. Almost no one left for Groups 3-5 anymore. Time to make Explorer Card Group 3?
-1,@SouthwestAir it's not letting me DM you !!
-1,@united trying to reach him for the number. At last they have him on standbye and gave him 1 meal voucher for a potential 2 day standbye!
-1,"@united thanks for the reply. To clarify, the airfare is similar to your likely intended peer group. The $3 beer charge, however, is not"
-1,@united No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business.
-1,"@AmericanAir that's why I'm asking for exception. Staffer moving last minute,we're a nonprofit &amp; losing $400,we just want to change ticket."
-1,"@USAirways flight 500 out of Seattle has 10,000lbs too much fuel and no water for the lavoratories. Nice job guys - est 40min behind now"
0,@AmericanAir does it show that we are on the same plane?
0,@united for a fee...
1,"THANKS to @SouthwestAir , I get to go to the #DestinationDragons @Imaginedragons show this weekend in UTAH @VelourLive  !!! #ThankYou"
-1,@united thanks for causing us to miss our connection and now a 6hour delay #flydeltanexttime
-1,@USAirways @AmericanAir Flight SF to NYC only made it to Philly. Ur customer service is telling me no refund for the last leg? #offensive
0,@AmericanAir anything you can do?
-1,"@USAirways this is ridiculous.  I have a 6:00 AM flight and two hours of rest, wasted!!!"
-1,@AmericanAir I changed my own flight to tonight. Why couldn't AA do that on my behalf instead of a flight tomorrow? Poor effort all around.
-1,@United Personal Device Entertainment system is great but with app crashing every 10/15 mins I'm glad it's free for now.
1,@SouthwestAir male flight attendant on flight 3913 from Orlando to Indy was AMAZING! He needs a raise 👍 Had the best experience with him
-1,@united why don't you ever print my known #traveler number on my ticket? Because of this I never get to use the #TSA prescreen I paid for
-1,@USAirways 2 hours and 7 minutes. Just want to know I'm still in the queue...
1,@JetBlue thanks to you customers like me stay loyal. From check in to landing.
-1,@SouthwestAir No thanks. After those 25+ minutes someone did eventually help us and took care of it.
-1,"@USAirways now has stranded is in #Miami without updating any of the departure boards, and once they Cancelled Flightled the flight there was no..."
-1,“@united: @rikrik__ What made you come to this? Can we help you with anything? ^JP” the service just hasn't been great.
-1,@AmericanAir you have a company policy that refuses employees to speak to other employees over the phone? Interesting
-1,@SouthwestAir it was this one but looks like the problem is now fixed. https://t.co/CFI1E3KXA9
-1,@USAirways thanks for Cancelled Flighting flight 5097 today. Now missing required training. Not a happy customer.
1,@VirginAmerica wow this just blew my mind
1,@VirginAmerica Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :)
-1,@USAirways now you don't know where my luggage is?  Seriously?
-1,"@united you should change your name to United Incompetence. No flight until Monday, have to take a 7 hour drive now to get to my flight!"
-1,@JetBlue  any effort to fix your points system? 11 days and a call to customer service and still no account update. Chasing points is no fun
-1,@united Trying to change a flight booked just 6 hours ago but online system is charging me $200 fee per passenger... could you please help?
1,@united thanks for updating me about the 1+ hour delay the exact second I got to ATL. 🙅🙅🙅
-1,"@united, no, your service here pretty much ruined my day, but thanks for the weak attempt"
1,@southwestair thanks for taking it up a notch!! leinenkugels #craftbeer #goodflight @ Norfolk… http://t.co/TgSLjjN6g0
0,"THE END: RT @USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir. You should join us: http://t.co/NBpCJCpEW9"
1,@JetBlue Awww thank you B6! Glad to hear it!  Made my day! &amp; one last question do you have any idea what tail is operating flt 606 2maro? :)
-1,@united We waited 40 min for our bags after a 45 min flight #nomorecheckedbags
0,@VirginAmerica do you have an application for iOS? Was looking and only saw Virgin Mexico :( &lt;/3
1,@SouthwestAir tv stream means I get to spend my flight watching 1999 and 2011 Women's World Cup Finals. #throwback #bestflightever
1,@USAirways YOU ARE AMAZING!!! YOU ARE THE BEST!!! FOLLOW ME PLEASE AND I FOLLOW YOU BACK;)🙏🙏🙏✌️😉)
1,@JetBlue Thank you. Fingers crossed.
0,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Times Colonist http://t.co/NzDXRvszWv
-1,"@AmericanAir yep,filed a claim at Heathrow yesterday. We were promised a call this morning with an update, but got nothing."
0,Oh yeah? RT @JetBlue: Our fleet's on fleek. http://t.co/FTv2NWWQF1”
-1,"@USAirways Customer service is dead. Last wk, flts delayed/Cancelled Flighted. Bags lost 4 days. Last nt, flt delayed/Cancelled Flighted.  No meal voucher?"
-1,@SouthwestAir everyones flights who were Cancelled Flightled today DESERVE 1
-1,"@AmericanAir I made my flight but then still had no update emails when I landed, no info ever sent on that or second flight. Losing my biz."
0,“@JetBlue: Our fleet's on fleek. http://t.co/tEjrN09tfw” NOOOOOOOOOOOOOOOOOO
-1,"@AmericanAir 

Late Flight from phoenix, gave ticks away when arrived chicago, held bags hostage chicago, rented van drove to toledo. 5 hr drive."
0,@united Q: Just purchased ticket to #Hawaii for trip in Late Flight-March. Does this mean we will acquire miles based on price or distance flown?
-1,"@AmericanAir For the love of all that is holy, if your automated phone system is going to give like 8 options, give numerical shortcuts"
0,@JetBlue I flew on a flight about 3 months ago. Me and my girlfriend got away with having sex in a restroom. Is it allowed now?
1,"@AmericanAir @BoeingAirplanes I really would love to experience first class on that plane,looks stunning!"
-1,"@SouthwestAir horrible experience, passenger of size was 1/3 in my seat, offered $50 voucher for this by Christine C http://t.co/1xzrK66wVQ"
-1,@JetBlue we want room and food allowances. Agents are refusing to give us vouchers to use at rooms we book ourselves.
-1,@USAirways any updates on flight 5202 from ORF to PHL no one at gate...  ;(
-1,"@VirginAmerica
wjere is our luggage #so slow at lax"
1,@JetBlue You definitely will!
